,#songs query,songs
127,2,"[u'Random Hero- Bonechillers and Stonecasters', u'Gary Ramey- Another Day In Life']"
128,8,"[u'Straightaway- Had Your Chance', u'Fleshcrawl- Dark Dimension (`05 Remastered)', u'Los Palmeras- Expl\xedcame', u'Mc Alberto- Envidia', u'Oliver Mager- Joggerlied', u'The Stone Family- I Wanna Be A Flintstone', u'Stephan Paryla- Das Marinearchiv', u'Sx2ang dO- One Light']"
129,4,"[u'Blind Guardian- Journey Through The Dark (Remastered)', u'Madball- Ball Of Destruction (w/hidden track) (Album Version)', u'Hagai Shaham- Violin Concerto No. 3 in G Minor, Op. 99: II. Scherzo. Presto', u'Bristle- Fired From Life']"
130,10,"[u'Pain- Monster', u'Pain- Monster', u'Murphy Lee- WAT DA HOOK GON BE (Clean Version)/(LYRICS!)/(CONTENT!)', u'MBS- Syst\xe8me Primitif', u'Space Project- Abandoned Places', u'Pro & Reg- Corruption', u'Sonorous Star- This Dark Heaven', u'On Ice E- Comin 4ya, I Told Ya (Double Shotz Mix Dirty)', u'Watmastaz- TeknoStory', u'Armageddon Turk- The Sorcerer']"
131,1,[u'Omar Santana- Step Da Fuk Back - Oh-Mega Remix']
132,13,"[u'Nirvana- RETURN OF THE RAT (Outcesticide)', u'Nurses- So Sweet', u'Imani- Roots', u'Julie Maria- At elske dig feat. Steffen Brandt (Mike Sheridan remix)', u'\u041a\u0440\u0443\u0438\u0437- Dalny Svet (Bonus 2003)', u""Guido Lembo- Napoli e'"", u'Silvertung- Slow Me Down', u'Lisa M- Pa La Calle (Clean Version)', u'Brian McGuire- The Nieghborhood', u'Bernie Perez- Mal Vicio']"
133,1,[u'Jaswant Sandeela - Parminder Sandhu- Lahinga-Lahinga-Lahinga']
134,3,"[u'Pillar- SUNDAY BLOODY SUNDAY', u'Rey Pirin- Alabalo', u'S\xe1loa Farah- I Wish']"
135,3,"[u""Apokalyptic Raids- Victim O'velocity"", u'Bodega Bodega- TODO LO QUE TENGO LO DOY', u'Julio Castej\xf3n- Salvation']"
136,9,"[u""D.O.A.- Don't Bank On A Bank"", u'The Wake- Watchtower (Re-mix 2.2 wHATEver)', u'Lord and Master- Jealousy', u'CM aka Creative- All Over The World (Featuring J-Absolute & Doc Becket)', u'Tha Clairemonstaz- Rollin Puffin (feat. C Los)', u'Vikash Kumar- Je Hota Chhori Main Dhanwan Original', u'Dippa Sat-Rang- Nakhro', u'Seo Ga In- Already', u'Djnoice No Chaser- Ovaload & Xplode']"
137,1,[u'None More Black- Gary Page One in Pink']
138,4,"[u'Portmanteau- Full Size Preparation', u'Bittar Sweet- Shine Prelude (Skit)', u'Widespread Bloodshed- Computer Jugend', u'Vinay Bihari- Dheere Dheere Daal']"
139,0,[]
